hostnames,fpl_letter,fst_mass,fst_masserr1,fst_masserr2,fst_age,fst_ageerr1,fst_ageerr2,fst_met,fst_meterr1,fst_meterr2,fst_dist,fst_disterr1,fst_disterr2,Nss,Pnull,BIC1,rhoN,Phigh,HJflag,insamp,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_dens,fpl_denserr1,fpl_denserr2
HD 183263,b,1.31,0.07,-0.07,4.52,0.76,-1.12,0.29,-,-,54.28,0.11,-0.11,600,0.0002838956992359987,78.8858393292951,1.0442803193619599,0.8714628286814778,N,N,1255.4285,69.9226,-69.9226,1.49,0.02,-0.02,626.51599,1.1,-1.1,0.36,0.01,-0.01,13.0,-,-,3.14,-,-
HD 183263,c,1.31,0.07,-0.07,4.52,0.76,-1.12,0.29,-,-,54.28,0.11,-0.11,600,0.00013242472508070047,78.8858393292951,0.8946656291908572,0.8394613033257423,N,N,1134.61,174.8,-174.8,4.35,0.28,-0.28,3070.0,110.0,-110.0,0.239,0.064,-0.064,13.0,-,-,2.84,-,-
HD 185269,b,1.3,-,-,3.4,0.2,-0.2,0.12,0.02,-0.02,52.07,0.08,-0.08,600,4.881412900802612e-05,80.18087243864318,1.7933578153762642,0.8995825374468995,Y,Y,321.0083,4.4496199999999995,-4.4496199999999995,0.077,0.0034,-0.0034,6.83776,0.00027,-0.00027,0.229,0.014,-0.014,13.8,-,-,0.671,-,-
HD 187085,b,1.19,0.02,-0.02,2.747,0.838,-0.838,0.12,0.04,-0.04,45.96,0.09,-0.09,600,0.0001689730108540592,87.20330539453857,3.363178646804529,0.9607059375997204,N,Y,265.70588,3.4961300000000004,-3.4961300000000004,2.1,0.032,-0.032,1019.74,21.29,-22.58,0.251,0.221,-0.191,13.9,-,-,0.544,-,-
HD 187123,b,1.0,0.1,-0.1,7.4,1.24,-1.16,0.16,-,-,46.02,0.07,-0.07,600,1.789016735656856e-05,109.64698650640366,0.35127929610909386,0.029218962178522618,Y,N,166.218,13.666,-13.666,0.0426,0.0025,-0.0025,3.0965828,7.8e-06,-7.8e-06,0.0103,0.0059,-0.0059,14.2,-,-,0.319,-,-
HD 187123,c,1.0,0.1,-0.1,7.4,1.24,-1.16,0.16,-,-,46.02,0.07,-0.07,600,0.00010812261874306668,109.64698650640366,0.3824911718527963,0.04306465233468633,Y,N,632.46,79.45,-79.45,4.89,0.53,-0.53,3810.0,420.0,-420.0,0.252,0.033,-0.033,13.4,-,-,1.44,-,-
HD 18742,b,1.36,-,-,2.3,0.5,-0.5,0.14,0.02,-0.02,163.37,3.08,-3.08,600,0.00010070739662404416,79.0273004445886,2.142746518115035,0.9630119492612483,N,Y,1080.622,381.396,-381.396,1.82,0.14,-0.14,766.0,25.0,-25.0,0.04,0.035,-0.035,13.1,-,-,2.64,-,-
HD 188015,b,1.09,-,-,6.2,1.6,-2.32,0.289,-,-,50.74,0.11,-0.11,600,2.760390742510104e-06,109.97486900631463,1.4647890006922202,0.8401040428708132,N,N,476.72,41.32,-41.32,1.203,0.07,-0.07,461.2,1.7,-1.7,0.137,0.026,-0.026,13.6,-,-,1.04,-,-
HD 189733,b,0.79,0.08,-0.08,1.4,4.9,-1.9,-0.02,-,-,19.78,0.01,-0.01,600,2.0803816311463575e-06,123.57975623421453,1.6914662029939385,0.9772630496287683,Y,Y,359.1479,25.4264,-25.4264,0.0313,0.0004,-0.0004,2.21857567,1.5e-07,-1.5e-07,0.0,-,-,12.665999999999999,0.11199999999999999,-0.11199999999999999,0.943,0.024,-0.024
HD 190360,b,0.99,0.08,-0.08,13.4,-,-,0.24,-,-,16.01,0.02,-0.02,600,7.498695971899095e-06,92.73619205236014,0.021092501892577834,4.768774500446155e-10,N,N,489.4582,25.4264,-25.4264,3.97,0.07,-0.07,2915.03687,29.0,-29.0,0.31,0.02,-0.02,13.5,-,-,1.09,-,-
HD 190360,c,0.99,0.08,-0.08,13.4,-,-,0.24,-,-,16.01,0.02,-0.02,600,5.59637738963168e-05,92.73619205236014,0.02210593429901157,7.307834958408001e-10,N,N,19.069,2.4154,-2.4154,0.1304,0.0075,-0.0075,17.111,0.0048,-0.0048,0.237,0.082,-0.082,4.59,-,-,1.08,-,-
HD 190647,b,1.07,0.03,-0.03,7.957000000000001,1.0959999999999999,-1.0959999999999999,0.23,0.02,-0.02,54.56,0.15,-0.15,600,2.3189883078443162e-05,87.33560175042749,0.23169533454151528,0.11766414772081762,N,N,630.89255,10.488389999999999,-10.488389999999999,2.231,0.019,-0.019,1176.45,3.1,-2.83,0.224,0.014,-0.014,13.4,-,-,1.44,-,-
HD 190984,b,0.91,-,-,-,-,-,-0.48,0.06,-0.06,148.81,0.98,-0.98,600,0.0038417230842593074,43.615166141864734,0.505481214456956,0.3795341946495124,N,N,985.2,-,-,5.5,-,-,4885.0,1600.0,-1600.0,0.57,0.1,-0.1,13.1,-,-,2.41,-,-
HD 191806,b,1.14,0.12,-0.12,2.9,0.4,-0.4,0.3,0.02,-0.02,65.79,0.11,-0.11,600,4.2711657370688054e-05,86.33033493014318,1.7056457794463173,0.7818053494089583,N,Y,2707.9116,200.2329,-200.2329,2.8,0.1,-0.1,1606.3,7.2,-7.2,0.259,0.017,-0.017,12.6,-,-,7.44,-,-
HD 192263,b,0.66,0.08,-0.08,2.09,2.54,-2.54,0.03,-,-,19.65,0.02,-0.02,600,9.52507971687105e-05,76.31345783095435,0.2753550045939416,0.11655903372162026,Y,N,177.9848,15.8915,-15.8915,0.15,0.0,0.0,24.3556,0.0046,-0.0046,0.05,0.04,-0.04,14.2,-,-,0.342,-,-
HD 192310,b,0.8,-,-,7.81,0.9,-0.9,-0.04,0.03,-0.03,8.8,0.01,-0.01,600,4.991743160502599e-06,108.83278968216496,0.20098415869690428,0.00012469480944832034,N,N,16.9,0.9,-0.9,0.32,0.005,-0.005,74.72,0.1,-0.1,0.13,0.04,-0.04,4.27,-,-,1.19,-,-
HD 192310,c,0.8,-,-,7.81,0.9,-0.9,-0.04,0.03,-0.03,8.8,0.01,-0.01,600,7.89280678513389e-06,108.83278968216496,0.18498231209817526,6.596175572757488e-05,N,N,24.0,5.0,-5.0,1.18,0.025,-0.025,525.8,9.2,-9.2,0.32,0.11,-0.11,5.25,-,-,0.911,-,-
HD 192699,b,1.38,-,-,2.18,0.45,-0.45,0.32,0.01,-0.01,72.01,0.27,-0.27,600,0.00041971434861392106,97.35114764706145,2.432114276217281,0.9589855012431528,N,Y,666.17168,29.558190000000003,-29.558190000000003,1.063,0.049,-0.049,340.94,0.92,-0.92,0.082,0.041,-0.041,13.4,-,-,1.52,-,-
HD 196050,b,1.31,0.17,-0.17,3.5,1.0,-1.0,0.21,-,-,50.75,0.1,-0.1,600,8.1496973411174e-05,81.9752902558896,0.12830688472091334,5.806303322284885e-05,N,Y,1010.6994,95.349,-95.349,2.51,0.05,-0.05,1378.0,21.0,-21.0,0.23,0.04,-0.04,13.1,-,-,2.47,-,-
HD 196067,b,1.29,0.08,-0.08,3.3,0.6,-0.6,0.18,0.04,-0.04,39.98,0.05,-0.05,600,0.00032917809881076384,62.962467667669785,3.950937226550017,0.9835522325391094,N,Y,2192.9,1239.5,-349.6,5.02,0.19,-0.19,3638.0,232.0,-185.0,0.66,0.18,-0.09,12.7,-,-,5.88,-,-
HD 196885 A,b,1.28,0.05,-0.05,3.12,-,-,0.22,0.04,-0.04,34.2,0.06,-0.06,600,4.041110554209548e-06,113.34320458742741,2.6456322216883428,0.9586337743711748,N,Y,819.97,50.85,-50.85,2.37,0.02,-0.02,1333.0,15.0,-15.0,0.48,0.06,-0.06,13.2,-,-,1.96,-,-
HD 197037,b,1.11,-,-,1.9,-,-,-0.2,0.06,-0.06,33.0,-,-,600,8.095061862518691e-06,101.44643408620732,1.1649955409692212,0.6038187551170555,N,Y,251.0,16.0,-16.0,2.07,0.05,-0.05,1035.7,13.0,-13.0,0.22,0.07,-0.07,13.9,-,-,0.514,-,-
HD 19994,b,1.36,0.04,-0.04,2.56,0.4,-0.36,0.27,0.03,-0.03,22.54,0.1,-0.1,600,5.399166885221221e-05,47.474721957363045,11.042362348027721,0.9848433983156799,N,Y,435.41,38.14,-38.14,1.305,0.016,-0.016,466.2,1.7,-1.7,0.063,0.062,-0.062,13.6,-,-,0.951,-,-
HD 20003,b,0.88,-,-,-,-,-,0.04,0.02,-0.02,43.8,1.25,-1.25,600,0.004862845676214503,46.83363848895078,0.6891166796590185,0.6973406209273227,N,N,11.66,1.04,-1.06,0.0974,0.0034,-0.0039,11.8482,0.0016,-0.0017,0.36,0.05,-0.05,3.43,-,-,1.59,-,-
HD 20003,c,0.88,-,-,-,-,-,0.04,0.02,-0.02,43.8,1.25,-1.25,600,0.0007652712505991869,46.83363848895078,0.6177903114324641,0.6575890388480271,N,N,14.44,1.47,-1.39,0.1964,0.0068,-0.0078,33.9239,0.0239,-0.0266,0.1,0.08,-0.07,3.89,-,-,1.35,-,-
HD 200964,b,1.39,-,-,1.23,0.19,-0.19,0.16,0.03,-0.03,72.74,0.24,-0.24,600,0.00038656818209524844,91.47826341526206,0.1281271574430082,0.005732481508094852,N,Y,508.21017,21.294610000000002,-21.294610000000002,1.565,0.083,-0.083,606.3,3.8,-3.8,0.087,0.035,-0.035,13.5,-,-,1.14,-,-
HD 200964,c,1.39,-,-,1.23,0.19,-0.19,0.16,0.03,-0.03,72.74,0.24,-0.24,600,0.0002996786234858201,91.47826341526206,0.12261934965256217,0.004713176878041186,N,Y,385.84562,22.883760000000002,-22.883760000000002,1.96,0.1,-0.1,852.5,7.1,-7.1,0.243,0.047,-0.047,13.7,-,-,0.825,-,-
HD 202206,c,1.27,0.12,-0.12,2.9,0.1,-0.1,0.34,-,-,46.03,0.14,-0.14,600,0.0008116622217905925,62.760877322517445,2.584921597866289,0.9433002363905348,N,Y,5689.157,921.707,-572.094,2.41,-,-,1260.0,11.0,-11.0,0.22,0.03,-0.03,12.2,-,-,17.2,-,-
HD 202696,b,1.91,0.09,-0.14,1.32,0.35,-0.25,0.02,0.04,-0.04,189.56,1.58,-1.58,600,1.797488033121446e-05,113.08280363957715,0.3623975219130232,0.45101090803936306,N,Y,634.38868,69.9226,-31.783,1.566,0.016,-0.007,517.8,8.9,-3.9,0.011,0.078,-0.011,-,-,-,-,-,-
HD 202696,c,1.91,0.09,-0.14,1.32,0.35,-0.25,0.02,0.04,-0.04,189.56,1.58,-1.58,600,1.8894479524533924e-05,113.08280363957715,0.3648926750286078,0.4563681085311267,N,Y,592.43512,56.25591,-72.14741,2.342,0.034,-0.035,946.6,20.7,-20.9,0.028,0.065,-0.012,-,-,-,-,-,-
HD 203030,b,-,-,-,0.22,0.14,-0.09,-,-,-,39.29,0.09,-0.09,600,3.424328279554775e-05,103.94010447045298,5.89694535299104,0.8445701766950591,N,N,7656.097,2662.991,-3661.612,487.1,1.8,-1.8,-,-,-,-,-,-,12.0,-,-,24.3,-,-
HD 203473,b,1.12,0.21,-0.21,5.22,0.98,-0.98,0.19,-,-,72.79,0.3,-0.3,600,1.4436557322945237e-06,134.8249342527372,0.30062965622409116,0.003130712027876214,N,N,2479.074,349.613,-349.613,2.73,0.17,-0.17,1552.9,3.4,-3.4,0.289,0.01,-0.01,12.6,-,-,6.81,-,-
HD 2039,b,1.23,0.19,-0.19,3.64,1.08,-0.88,0.3,-,-,85.9,0.2,-0.2,600,5.0646603219751724e-06,91.01243569523365,2.855120078791225,0.9609993172192247,N,Y,1999.1507,368.6828,-368.6828,2.2,0.06,-0.06,1120.0,23.0,-23.0,0.71,0.05,-0.05,12.7,-,-,5.36,-,-
HD 204313,b,1.03,0.04,-0.04,3.38,2.58,-2.58,0.16,-,-,47.86,0.14,-0.14,600,7.142196774812915e-06,98.3994917182522,0.2424825733529441,0.06305329943633017,N,Y,1099.6918,66.7443,-66.7443,3.07,0.06,-0.06,1920.09998,25.0,-25.0,0.23,0.04,-0.04,13.1,-,-,2.69,-,-
HD 204313,c,1.03,0.04,-0.04,3.38,2.58,-2.58,0.16,-,-,47.86,0.14,-0.14,600,2.506168244553527e-05,98.3994917182522,0.24124670633040685,0.061883370125218114,N,Y,17.6,1.7,-1.7,0.2099,0.0071,-0.0071,34.905,0.012,-0.012,0.155,0.071,-0.071,4.38,-,-,1.15,-,-
HD 204941,b,0.58,0.08,-0.08,6.67,0.77,-0.77,-0.19,-,-,28.74,0.06,-0.06,600,3.172591334417391e-05,89.81768639188726,0.506617666555411,0.47717807335527096,N,N,73.1009,9.5349,-9.5349,2.55,0.08,-0.08,1733.0,74.0,-74.0,0.37,0.08,-0.08,10.1,-,-,0.39,-,-
HD 205739,b,1.22,0.08,-0.06,2.84,0.92,-1.12,0.19,0.04,-0.04,92.74,0.88,-0.88,600,0.0009520779114068387,72.8460012673479,2.7017375424156693,0.9656362474029231,N,Y,435.41,22.25,-28.6,0.896,0.019,-0.015,279.8,0.1,-0.1,0.27,0.07,-0.07,13.6,-,-,0.951,-,-
HD 206255,b,1.42,0.08,-0.08,-,-,-,-,-,-,75.4,-,-,600,5.380789145577575e-05,111.52142557714797,2.5376089495497745,0.9653364429760861,N,N,34.2,7.1,-7.1,0.461,0.009,-0.009,96.045,0.317,-0.317,0.23,0.11,-0.11,6.47,-,-,0.694,-,-
HD 206610,b,1.55,-,-,3.0,1.0,-1.0,0.1,0.03,-0.03,147.78,1.96,-1.96,600,3.3674439290050045e-05,87.14637711022272,1.775389073128818,0.9560751754609622,N,Y,647.1018799999999,20.65895,-20.65895,1.74,0.33,-0.33,673.2,3.3,-3.3,0.1,0.042,-0.042,13.4,-,-,1.48,-,-
HD 20781,b,0.7,-,-,-,-,-,-0.11,0.02,-0.02,35.37,1.35,-1.35,600,0.002178683398899561,35.85896750058873,0.6320284736470829,0.5580212204057521,N,N,1.93,0.39,-0.36,0.0529,0.0024,-0.0027,5.3135,0.001,-0.001,0.1,0.11,-0.07,1.21,-,-,5.99,-,-
HD 20781,c,0.7,-,-,-,-,-,-0.11,0.02,-0.02,35.37,1.35,-1.35,600,0.003560146967563829,35.85896750058873,0.6826537597436306,0.6010636609666848,N,N,5.33,0.7,-0.67,0.1004,0.0046,-0.0051,13.8905,0.0033,-0.0034,0.09,0.09,-0.06,2.17,-,-,2.87,-,-
HD 20781,d,0.7,-,-,-,-,-,-0.11,0.02,-0.02,35.37,1.35,-1.35,600,0.0013026122306861018,35.85896750058873,0.6294296254136788,0.5556620066169031,N,N,10.61,1.2,-1.19,0.1647,0.0076,-0.0083,29.158,0.0102,-0.01,0.11,0.05,-0.06,3.25,-,-,1.7,-,-
HD 20781,e,0.7,-,-,-,-,-,-0.11,0.02,-0.02,35.37,1.35,-1.35,600,0.005100160507679852,35.85896750058873,0.6925209129509344,0.608829859731793,N,N,14.03,1.56,-1.56,0.3374,0.0155,-0.017,85.5073,0.0983,-0.0947,0.06,0.06,-0.04,3.83,-,-,1.37,-,-
HD 20782,b,1.07,0.07,-0.07,5.53,1.43,-1.43,-0.06,-,-,36.02,0.04,-0.04,600,0.0017009641428811736,34.397831175073634,0.580561038815915,0.6804369398355533,N,N,472.83,33.22,-33.88,1.3649,0.0466,-0.0495,597.0643,0.0256,-0.0256,0.95,0.001,-0.001,13.6,-,-,1.03,-,-
HD 207832,b,1.05,0.17,-0.17,1.36,1.26,-1.26,0.14,-,-,59.03,0.15,-0.15,600,0.0007748448841977364,64.35841612527656,1.573633506880675,0.8697735222990591,N,Y,177.9848,28.92253,-28.92253,0.586,0.032,-0.032,160.07,0.23,-0.23,0.197,0.053,-0.053,14.2,-,-,0.342,-,-
HD 207832,c,1.05,0.17,-0.17,1.36,1.26,-1.26,0.14,-,-,59.03,0.15,-0.15,600,1.6848016663628846e-05,64.35841612527656,1.241955345589423,0.8196999311162257,N,Y,232.0159,57.2094,-15.8915,2.112,0.087,-0.045,1155.7,71.9,-37.0,0.27,0.22,-0.1,14.0,-,-,0.465,-,-
HD 20794,b,0.7,-,-,5.76,0.66,-0.66,-0.4,0.01,-0.01,6.0,0.01,-0.01,600,0.00026467892242146274,86.53147169013369,0.041449396667488134,9.9292671617556e-05,N,N,2.7,0.3,-0.3,0.1207,0.002,-0.002,18.315,0.008,-0.008,0.0,-,-,1.45,-,-,4.87,-,-
HD 20794,c,0.7,-,-,5.76,0.66,-0.66,-0.4,0.01,-0.01,6.0,0.01,-0.01,600,1.1850743112126681e-06,86.53147169013369,0.03519814543025538,4.349952781094067e-05,N,N,2.4,0.4,-0.4,0.2036,0.0034,-0.0034,40.114,0.053,-0.053,0.0,-,-,1.35,-,-,5.36,-,-
HD 20794,d,0.7,-,-,5.76,0.66,-0.66,-0.4,0.01,-0.01,6.0,0.01,-0.01,600,6.43564360571635e-05,86.53147169013369,0.03703989962974311,5.641666462973208e-05,N,N,4.8,0.6,-0.6,0.3499,0.0059,-0.0059,90.309,0.184,-0.184,0.0,-,-,2.04,-,-,3.11,-,-
HD 20794,e,0.7,-,-,5.76,0.66,-0.66,-0.4,0.01,-0.01,6.0,0.01,-0.01,600,0.00013420513882553124,86.53147169013369,0.046386331379410374,0.0001728571186375784,N,N,4.77,0.96,-0.86,0.509,0.006,-0.006,147.02,1.43,-0.91,0.29,0.14,-0.18,2.03,-,-,3.13,-,-
HD 208487,b,1.13,-,-,3.96,1.04,-1.4,0.022000000000000002,-,-,44.0,2.0,-2.0,600,0.0015389277741428933,61.315390177150675,5.6123787312485875,0.9630645871977676,N,Y,165.265,26.061,-26.061,0.524,0.03,-0.03,130.08,0.51,-0.51,0.24,0.16,-0.16,14.2,-,-,0.317,-,-
HD 208527,b,1.6,0.4,-0.4,2.0,1.3,-1.3,-0.09,0.16,-0.16,314.48,11.06,-11.06,600,3.05190815431535e-05,113.99416274441762,0.3738486607382726,0.47557828058032864,N,Y,3146.4,540.3,-540.3,2.1,0.2,-0.2,875.5,5.8,-5.8,0.08,0.04,-0.04,12.5,-,-,8.85,-,-
HD 20868,b,0.39,0.27,-0.27,4.5,0.4,-0.4,0.05,-,-,47.79,0.07,-0.07,600,0.0038343943503407977,51.06526219475427,0.5513534467256453,0.5897021490663426,N,N,397.2875,187.5197,-187.5197,0.95,0.02,-0.02,380.85001,0.09,-0.09,0.75,0.0,0.0,13.7,-,-,0.849,-,-
HD 208897,b,1.25,0.11,-0.11,-,-,-,0.21,0.15,-0.15,64.68,2.26,-2.26,600,0.00012101289102561444,93.5038583005346,3.395528167974414,0.8884674325027194,N,N,444.962,25.4264,-25.4264,1.05,0.03,-0.03,352.7,1.7,-1.7,0.07,0.06,-0.06,13.6,-,-,0.972,-,-
HD 209458,b,1.23,0.09,-0.09,3.1,0.8,-0.7,0.01,-,-,48.37,0.12,-0.12,600,0.0002490440586026399,84.21140307183146,4.497939709230477,0.9540709224566439,Y,Y,232.0159,12.7132,-12.7132,0.04707,0.00045,-0.00047000000000000004,3.52474859,3.8e-07,-3.8e-07,0.0,-,-,15.581,0.22399999999999998,-0.22399999999999998,0.362,0.006,-0.006
HD 210193,b,1.04,0.06,-0.06,-,-,-,-,-,-,42.25,-,-,600,0.004855149580664324,52.83788343704214,3.1791091745787496,0.9705435602356515,N,N,153.1,23.3,-23.3,1.487,0.031,-0.031,649.918,8.599,-8.599,0.24,0.09,-0.09,14.3,-,-,0.288,-,-
HD 210277,b,1.01,0.05,-0.05,12.0,2.0,-2.0,0.22,-,-,21.31,0.02,-0.02,600,0.002186490095300726,74.30050506619023,0.5045423783178343,0.4769469647529051,N,N,410.0007,15.8915,-15.8915,1.13,0.02,-0.02,442.19,0.5,-0.5,0.48,0.02,-0.02,13.6,-,-,0.896,-,-
HD 210702,b,1.61,-,-,2.1,0.26,-0.26,0.04,0.03,-0.03,54.28,0.23,-0.23,600,3.9413656961596394e-05,93.0478900111732,2.8613114980502643,0.963297102822441,N,Y,574.63664,30.82951,-30.82951,1.148,0.057,-0.057,354.1,0.7,-0.7,0.028,0.034,-0.034,13.4,-,-,1.31,-,-
HD 211810,b,1.03,0.02,-0.02,-,-,-,0.17,-,-,64.76,0.13,-0.13,600,0.0003761447073878206,66.95061657489373,0.4614137542693151,0.2261060244395027,N,N,212.9461,139.8452,-139.8452,2.656,0.043,-0.043,1558.0,22.0,-22.0,0.68,0.14,-0.14,14.0,-,-,0.426,-,-
HD 211970,b,0.61,0.04,-0.04,-,-,-,-,-,-,13.0,-,-,600,0.0003461593553222614,82.79589666621769,0.723889558731976,0.6343373167745365,N,N,13.0,2.5,-2.5,0.143,0.003,-0.003,25.201,0.025,-0.025,0.15,0.1,-0.1,3.66,-,-,1.46,-,-
HD 212301,b,1.55,0.16,-0.16,1.0,-,-,0.18,-,-,54.32,0.09,-0.09,600,2.4811559225276893e-06,120.93362628679733,6.911766849036562,1.0,Y,Y,162.0933,12.7132,-12.7132,0.03,0.0,0.0,2.24571,0.00028,-0.00028,0.0,-,-,14.2,-,-,0.311,-,-
HD 212771,b,1.56,-,-,1.92,0.46,-0.46,0.13,0.03,-0.03,111.51,0.54,-0.54,600,1.495702162180633e-05,109.33679466868921,0.2235507389349986,0.0005404458313383909,N,Y,759.6137,85.8141,-85.8141,1.19,0.13,-0.13,380.7,1.4,-1.4,0.076,0.051,-0.051,13.3,-,-,1.77,-,-
HD 213240,b,1.57,0.12,-0.12,4.6,0.2,-0.2,0.15,-,-,40.92,0.06,-0.06,600,0.0011866789809475064,65.36623912174036,0.21641362116639565,0.04114045581602297,N,N,1773.4914,98.5273,-98.5273,1.89,0.03,-0.03,882.70001,7.6,-7.6,0.42,0.01,-0.01,12.8,-,-,4.65,-,-
HD 213885,b,1.07,0.02,-0.02,3.8,0.66,-0.79,-0.04,0.03,-0.03,47.97,0.14,-0.14,600,2.4993801358165426e-05,99.3427608201132,0.9652387375961278,0.7943137342206971,N,Y,8.83,0.66,-0.65,0.02012,0.00015,-0.00011999999999999999,1.008035,2.1e-05,-2e-05,0.0,-,-,1.745,0.051,-0.052000000000000005,9.15,1.1,-1.0
HD 213885,c,1.07,0.02,-0.02,3.8,0.66,-0.79,-0.04,0.03,-0.03,47.97,0.14,-0.14,600,0.0021900120677261887,99.3427608201132,0.9729949553883726,0.7971392295988381,N,Y,19.95,1.38,-1.36,0.056798,0.00044,-0.00032,4.78503,0.00056,-0.00051,0.0,-,-,4.71,-,-,1.05,-,-
HD 21411,b,0.89,0.05,-0.05,-,-,-,-0.26,0.01,-0.01,29.16,-,-,600,0.0010834762560383584,34.936834616906026,1.1531883505627243,0.8966953548211098,N,N,65.9,25.6,-25.6,0.362,0.007,-0.007,84.288,0.127,-0.127,0.4,0.15,-0.15,9.52,-,-,0.42,-,-
HD 214823,b,1.31,0.24,-0.24,4.34,0.5,-0.5,0.14,-,-,101.66,0.49,-0.49,600,2.3782474507686653e-05,94.0901235061533,0.9778172162678624,0.8237012102758251,N,Y,6451.949,826.358,-826.358,3.23,0.2,-0.2,1854.4,1.1,-1.1,0.1641,0.0026,-0.0026,12.1,-,-,20.0,-,-
HD 215152,b,0.77,0.01,-0.01,-,-,-,-0.1,0.04,-0.04,21.61,0.05,-0.05,600,0.00022894247295185633,68.72366398717122,0.9034901680723282,0.8143902091451141,N,N,1.819,0.501,-0.629,0.057638,0.000739,-0.000759,5.75999,0.00157,-0.00175,0.0,-,-,1.19,-,-,5.93,-,-
HD 215152,c,0.77,0.01,-0.01,-,-,-,-0.1,0.04,-0.04,21.61,0.05,-0.05,600,0.00011817792178336444,68.72366398717122,0.8167294052982784,0.7774716558514657,N,N,1.72,0.618,-0.725,0.067393,0.00086,-0.000893,7.28243,0.00451,-0.00827,0.0,-,-,1.17,-,-,5.9,-,-
HD 215152,d,0.77,0.01,-0.01,-,-,-,-0.1,0.04,-0.04,21.61,0.05,-0.05,600,4.2533590541842926e-05,68.72366398717122,0.7992680062720275,0.768738281734167,N,N,2.801,0.809,-0.923,0.08799,0.0011300000000000001,-0.00116,10.86499,0.00564,-0.00613,0.0,-,-,1.48,-,-,4.75,-,-
HD 215152,e,0.77,0.01,-0.01,-,-,-,-0.1,0.04,-0.04,21.61,0.05,-0.05,600,0.00017560846512848093,68.72366398717122,0.8084905183451837,0.7734119489703999,N,N,2.877,1.063,-1.481,0.15417,0.00199,-0.0020399999999999997,25.1967,0.0476,-0.0505,0.0,-,-,1.51,-,-,4.59,-,-
HD 215497,b,0.67,0.33,-0.33,7.0,-,-,0.2,-,-,40.59,0.05,-0.05,600,4.791001817473645e-05,81.82610079511221,0.5652793077394195,0.6490865550248562,N,N,6.3566,3.1783,-3.1783,0.05,0.0,0.0,3.93404,0.00066,-0.00066,0.16,0.09,-0.09,2.4,-,-,2.53,-,-
HD 215497,c,0.67,0.33,-0.33,7.0,-,-,0.2,-,-,40.59,0.05,-0.05,600,5.9550070747507825e-05,81.82610079511221,0.6466093638381937,0.7212607124512893,N,N,104.3,-,-,1.282,-,-,567.94,2.7,-2.7,0.49,0.04,-0.04,12.5,-,-,0.293,-,-
HD 216435,b,1.3,-,-,3.0,-,-,0.244,-,-,33.01,0.08,-0.08,600,5.1712137895789435e-05,83.55089329725183,5.535229960840393,0.9856401819473496,N,Y,400.4,41.3,-41.3,2.56,0.17,-0.17,1311.0,49.0,-49.0,0.07,0.078,-0.078,13.7,-,-,0.856,-,-
HD 216437,b,1.17,0.05,-0.05,4.75,1.0590000000000002,-1.0590000000000002,0.2,0.1,-0.1,26.71,0.03,-0.03,600,0.0009534236277633774,51.06629447560999,3.1295102721452275,0.96019206982576,N,N,706.5360900000001,18.43414,-18.43414,2.497,0.036,-0.037,1334.28,13.07,-13.36,0.317,0.028,-0.027,13.3,-,-,1.65,-,-
HD 216536,b,0.81,0.44,-0.44,3.8,4.33,-2.02,-0.17,-,-,380.33,3.83,-3.83,600,0.00020549532737931732,93.40107478818777,2.6809861196116715,0.9593741332715231,N,Y,333.7215,127.132,-127.132,0.61,0.06,-0.06,148.60001,0.7,-0.7,0.38,0.11,-0.11,13.8,-,-,0.698,-,-
HD 216770,b,0.74,0.07,-0.07,1.0,0.0,-1.0,0.27,-,-,36.7,0.1,-0.1,600,0.000816115495786529,77.2160105635121,0.14508628366443727,0.034726796385679666,N,Y,181.1631,15.8915,-15.8915,0.46,0.01,-0.01,118.45,0.55,-0.55,0.37,0.06,-0.06,14.1,-,-,0.355,-,-
HD 21693,b,0.8,-,-,-,-,-,0.0,0.02,-0.02,32.38,0.51,-0.51,600,0.0001868566051783765,77.72911841488713,0.8165031014681402,0.6777900948472791,N,N,8.23,1.08,-1.05,0.1455,0.0058,-0.0063,22.6786,0.0085,-0.0087,0.12,0.09,-0.08,2.8,-,-,2.06,-,-
HD 21693,c,0.8,-,-,-,-,-,0.0,0.02,-0.02,32.38,0.51,-0.51,600,3.7615564152039915e-05,77.72911841488713,0.7437008033619178,0.6209279915511053,N,N,17.37,1.77,-1.79,0.2586,0.0103,-0.0113,53.7357,0.0312,-0.0309,0.07,0.06,-0.05,4.34,-,-,1.17,-,-
HD 217107,b,1.0,0.05,-0.05,5.84,1.92,-2.44,0.36,-,-,20.07,0.02,-0.02,600,0.00020269905763534916,78.73255912000172,1.9832349509208256,0.9197359702099329,Y,N,413.179,15.8915,-15.8915,0.08,0.0,0.0,7.12682,3.9e-05,-3.9e-05,0.13,0.01,-0.01,13.6,-,-,0.903,-,-
HD 217107,c,1.0,0.05,-0.05,5.84,1.92,-2.44,0.36,-,-,20.07,0.02,-0.02,600,8.775356880813552e-05,78.73255912000172,2.2533255523114786,0.9296329565780501,Y,N,826.32,47.67,-47.67,5.32,0.38,-0.38,4270.0,220.0,-220.0,0.517,0.033,-0.033,13.2,-,-,1.97,-,-
